Typ,Datum,Kommando
"Övrigt","2025-10-24 12:29:47","(~/docs-engine/logs/command_history_with_timestamps_*.txt; "
"Övrigt","2025-10-24 12:29:47","python3 ~/docs-engine/src/ndg_html_report_v6_final.py"
"Text & Sökning","2025-10-24 12:29:47","cat ~/.bash_history > ~/docs-engine/logs/full_bash_history.txt"
"Övrigt","2025-10-24 12:29:47","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:29:47","history > ~/docs-engine/logs/command_history_with_timestamps.txt"
"Text & Sökning","2025-10-24 12:29:47","grep "install " /var/log/dpkg.log* > ~/docs-engine/logs/installed_packages.log"
"System","2025-10-24 12:29:47","dpkg-query -l > ~/docs-engine/logs/all_installed_packages_current.txt"
"System","2025-10-24 12:29:47","sudo journalctl --since "2024-01-01" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:29:47","sudo cat /var/log/auth.log* > ~/docs-engine/logs/auth_activity.log"
"Text & Sökning","2025-10-24 12:29:47","grep -E "(bash |sh |\.sh)" ~/docs-engine/logs/command_history_with_timestamps.txt > ~/docs-engine/logs/script_executions.log"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/docs-engine/logs"
"Filsystem","2025-10-24 12:29:47","ls -l ~/docs-engine"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/logs"
"Övrigt","2025-10-24 12:29:47","echo "Testlogg" > test.txt"
"Filsystem","2025-10-24 12:29:47","ls -l"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/generate_full_activity_report.sh"
"Text & Sökning","2025-10-24 12:29:47","less ~/docs-engine/logs/full_activity_report_*.txt"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/generate_full_activity_report.sh"
"Text & Sökning","2025-10-24 12:29:47","less ~/docs-engine/logs/full_activity_report_*.txt"
"Text & Sökning","2025-10-24 12:29:47","grep -E '^2025-1(0|1|2)-|^2026-' /var/log/dpkg.log* > ~/docs-engine/logs/installed_packages_since_2025-10-10.log"
"Övrigt","2025-10-24 12:29:47","wc -l ~/docs-engine/logs/installed_packages_since_2025-10-10.log"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_pro.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_pro.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/generate_full_activity_report_pro.sh"
"System","2025-10-24 12:29:47","sudo ~/docs-engine/src/generate_full_activity_report_pro.sh"
"System","2025-10-24 12:29:47","sudo ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"System","2025-10-24 12:29:47","sudo ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_pro_timeline.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/generate_full_activity_report_pro_timeline.sh"
"System","2025-10-24 12:29:47","sudo ~/docs-engine/src/generate_full_activity_report_pro_timeline.sh"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/templates/style.css"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_html.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"System","2025-10-24 12:29:47","sudo apt install python3-flask python3-yagmail"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/src/feedback_server.py"
"Övrigt","2025-10-24 12:29:47","python3 ~/docs-engine/src/feedback_server.py"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/export"
"Övrigt","2025-10-24 12:29:47","python3 -m http.server 8080"
"Filsystem","2025-10-24 12:29:47","ls ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/export/linux_portfolio_dashboard_*.html"
"Övrigt","2025-10-24 12:29:47","xdg-open /home/kate/docs-engine/export/linux_portfolio_dashboard_2025-10-23_08-44-58.html"
"Text & Sökning","2025-10-24 12:29:47","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:29:47","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:29:47","history | awk '{print $1}' | sort | uniq -c | awk '{print $2","$1}' > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:29:47","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:29:47","export HISTTIMEFORMAT="%F %T ""
"Filsystem","2025-10-24 12:29:47","ls"
"Filsystem","2025-10-24 12:29:47","pwd"
"Övrigt","2025-10-24 12:29:47","whoami"
"Övrigt","2025-10-24 12:29:47","date"
"Övrigt","2025-10-24 12:29:47","uname -a"
"System","2025-10-24 12:29:47","sudo apt update"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open "$(ls -t ~/docs-engine/export/linux_portfolio_dashboard_*.html | head -n1)""
"Övrigt","2025-10-24 12:29:47","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:29:47","history | awk '{print $1}' | grep "^202" | sort | uniq -c | awk '{print $2","$1}' > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:29:47","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:29:47","whoami"
"Filsystem","2025-10-24 12:29:47","pwd"
"Filsystem","2025-10-24 12:29:47","ls -la"
"Övrigt","2025-10-24 12:29:47","uname -a"
"Övrigt","2025-10-24 12:29:47","date"
"System","2025-10-24 12:29:47","sudo apt list --upgradable"
"Övrigt","2025-10-24 12:29:47","history -a"
"Övrigt","2025-10-24 12:29:47","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:29:47","history | awk '{print $1}' | grep "^202" | sort | uniq -c | awk '{print $2","$1}' > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:29:47","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:29:47","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:29:47","history -w"
"Övrigt","2025-10-24 12:29:47","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:29:47","history | awk '{print $1}' | grep "^202" | sort | uniq -c | awk '{print $2","$1}' > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:29:47","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:29:47","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:29:47","history -w"
"Text & Sökning","2025-10-24 12:29:47","cat ~/.bash_history | head -n 50"
"Text & Sökning","2025-10-24 12:29:47","awk 'BEGIN{FS="\n"; RS="#"} NR>1 {cmd=$2; "date -d @"$1" +%F" | getline d; if(d!="") c[d]++} END{for(i in c) print i","c[i]}' ~/.bash_history | sort > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:29:47","cat ~/docs-engine/logs/commands_per_day.csv"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open "$(ls -t ~/docs-engine/export/linux_portfolio_dashboard_*.html | head -n1)""
"Text & Sökning","2025-10-24 12:29:47","awk '"
"Övrigt","2025-10-24 12:29:47","  /^#[0-9]+/ {"
"Övrigt","2025-10-24 12:29:47","    ts=$0"
"Övrigt","2025-10-24 12:29:47","    gsub("#","",ts)"
"Övrigt","2025-10-24 12:29:47","    cmd="""
"Övrigt","2025-10-24 12:29:47","    getline cmd"
"Övrigt","2025-10-24 12:29:47","    if (cmd != "" && ts != "") {"
"Övrigt","2025-10-24 12:29:47","      "date -d @"ts" +%F" | getline d"
"Övrigt","2025-10-24 12:29:47","      c[d]++"
"Övrigt","2025-10-24 12:29:47","    }"
"Övrigt","2025-10-24 12:29:47","  }"
"Övrigt","2025-10-24 12:29:47","  END {"
"Övrigt","2025-10-24 12:29:47","    for (d in c) print d","c[d]"
"Övrigt","2025-10-24 12:29:47","  }"
"Övrigt","2025-10-24 12:29:47","' ~/.bash_history | sort > ~/docs-engine/logs/commands_per_day.csv"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"System","2025-10-24 12:29:47","sudo ./generate_full_activity_report_intel.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open /home/kate/docs-engine/export/linux_portfolio_intel_report_2025-10-23_08-58-35.pdf"
"Övrigt","2025-10-24 12:29:47","~/docs-engine/export/linux_portfolio_final_report_<date>.html"
"Övrigt","2025-10-24 12:29:47","~/docs-engine/export/linux_portfolio_final_report_<date>.pdf"
"Övrigt","2025-10-24 12:29:47","xdg-open "$(ls -t ~/docs-engine/export/linux_portfolio_final_report_*.html | head -n1)""
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_full_activity_report_html_v3.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/generate_full_activity_report_html_v3.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/generate_full_activity_report_html_v3.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open "$(ls -t ~/docs-engine/export/linux_portfolio_final_report_*.html | head -n1)""
"System","2025-10-24 12:29:47","dpkg-query -l > ~/docs-engine/logs/all_installed_packages_current.txt"
"System","2025-10-24 12:29:47","sudo journalctl --since "2024-01-01" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:29:47","sudo journalctl --since "20254-01-01" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:29:47","sudo journalctl --since "2025-10-10" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:29:47","sudo cat /var/log/auth.log* > ~/docs-engine/logs/auth_activity.log"
"Filsystem","2025-10-24 12:29:47","find ~/docs-engine/src -type f -name "*.sh" > ~/docs-engine/logs/custom_scripts_list.txt"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/generate_full_activity_report.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/generate_full_activity_report.sh"
"Övrigt","2025-10-24 12:29:47","pandoc ~/docs-engine/logs/full_activity_report_*.txt --standalone --from markdown --to pdf -o ~/docs-engine/export/full_activity_report.pdf"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/clean_emoji.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/clean_emoji.sh"
"Övrigt","2025-10-24 12:29:47","~/docs-engine/src/clean_emoji.sh ~/docs-engine/logs/full_activity_report_*.txt /tmp/clean_report.txt"
"Övrigt","2025-10-24 12:29:47","pandoc /tmp/clean_report.txt --standalone --pdf-engine=xelatex -o ~/docs-engine/export/full_activity_report.pdf"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab_export1.sh"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/lab_export1.sh"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/generate_logs.sh"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/logs/*.txt"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab_export1.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/lab_export1.sh"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/lab_export1.sh"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/logs/*.txt"
"Övrigt","2025-10-24 12:29:47","bash -x ~/docs-engine/src/lab_auto.sh | tee ~/docs-engine/logs/lab_auto_debug.log"
"Skript","2025-10-24 12:29:47","~/scripts/create_doc.sh"
"Övrigt","2025-10-24 12:29:47","nano ~/linux_assignment_report.html"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/export/linux_final_submission.html"
"Övrigt","2025-10-24 12:29:47","~/docs-engine/export/linux_final_submission.html"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/export/linux_final_submission.html"
"Filsystem","2025-10-24 12:29:47","ls -lt ~/docs-engine/export ~/docs-engine/exports/html"
"Text & Sökning","2025-10-24 12:29:47","cat ~/docs-engine/src/master_parts.md"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/src/master_parts.md"
"System","2025-10-24 12:33:22","sudo apt updat"
"System","2025-10-24 12:33:22","sudo_root"
"System","2025-10-24 12:33:22","sudo apt updat"
"System","2025-10-24 12:33:22","sudo apt update"
"Övrigt","2025-10-24 12:33:22","reboot"
"Övrigt","2025-10-24 12:33:22","uname -a"
"Övrigt","2025-10-24 12:33:22","whoami"
"Filsystem","2025-10-24 12:33:22","ls -1"
"Text & Sökning","2025-10-24 12:33:22","grep"
"Text & Sökning","2025-10-24 12:33:22","grep root"
"Övrigt","2025-10-24 12:33:22","mkdir -p ~/scripts"
"Filsystem","2025-10-24 12:33:22","cd ~/scripts"
"Skript","2025-10-24 12:33:22","nano create_doc.sh"
"Skript","2025-10-24 12:33:22","chmod +x create_doc.sh"
"Skript","2025-10-24 12:33:22","./create_doc.sh"
"Filsystem","2025-10-24 12:33:22","cd ~/scripts"
"Skript","2025-10-24 12:33:22","nano create_doc.sh"
"Skript","2025-10-24 12:33:22","./create_doc.sh"
"Filsystem","2025-10-24 12:33:22","ls ~/scripts"
"Text & Sökning","2025-10-24 12:33:22","cat ~/scripts/loggrapport.txt"
"Filsystem","2025-10-24 12:33:22","ls ~/scripts"
"Filsystem","2025-10-24 12:33:22","ls ~/doc_templates"
"Övrigt","2025-10-24 12:33:22","nano ~/doc_templates/template_txt.txt"
"Övrigt","2025-10-24 12:33:22","mkdir -p ~/doc_templates"
"Övrigt","2025-10-24 12:33:22","nano ~/doc_templates/template_txt.txt"
"Filsystem","2025-10-24 12:33:22","cd ~/scripts"
"Skript","2025-10-24 12:33:22","./create_doc.sh"
"Text & Sökning","2025-10-24 12:33:22","cat loggrapport.txt"
"Text & Sökning","2025-10-24 12:33:22","cat ~/doc_templates/template_txt.txt"
"Skript","2025-10-24 12:33:22","./create_doc.sh"
"Text & Sökning","2025-10-24 12:33:22","cat loggrapport.txt"
"Skript","2025-10-24 12:33:22","nano ~/scripts/create_doc.sh"
"Övrigt","2025-10-24 12:33:22","read -p "Ange filnamn (inkl. ändelse, t.ex. main.cpp): " filename"
"Övrigt","2025-10-24 12:33:22","read -p "Projekt/titel: " project"
"Övrigt","2025-10-24 12:33:22","read -p "Version: " version"
"Övrigt","2025-10-24 12:33:22","read -p "Syfte/beskrivning: " purpose"
"Övrigt","2025-10-24 12:33:22","timestamp=$(date "+%Y-%m-%d %H:%M:%S")"
"Övrigt","2025-10-24 12:33:22","user=$(whoami)"
"Övrigt","2025-10-24 12:33:22","host=$(hostname)"
"Övrigt","2025-10-24 12:33:22","if [ -z "$filename" ]; then   filename="untitled.txt"; fi"
"Övrigt","2025-10-24 12:33:22","case "$filename" in   *.txt)   doc_type="Text";     template="template_txt.txt";;   *.md)    doc_type="Markdown"; template="template_md.txt";;   *.html)  doc_type="HTML";     template="template_html.txt";;   *.cpp)   doc_type="C++";      template="template_cpp.txt";;   *.py)    doc_type="Python";   template="template_py.txt";;   *.sh)    doc_type="Shell";    template="template_sh.txt";;   *)       doc_type="Okänd";    template="template_txt.txt";; esac"
"Övrigt","2025-10-24 12:33:22","template_path="$HOME/doc_templates/$template""
"Övrigt","2025-10-24 12:33:22","if [ -f "$template_path" ]; then   content=$(cat "$template_path");   content="${content//\[FILNAMN\]/$filename}";   content="${content//\[DATUM\]/$timestamp}";   content="${content//\[USER\]/$user}";   content="${content//\[PROJEKT\]/$project}";   content="${content//\[VERSION\]/$version}";   content="${content//\[SYFTE\]/$purpose}"; else   content="⚠ Mallfil saknas: $template_path"; fi"
"Övrigt","2025-10-24 12:33:22","echo "$content" > "$filename""
"Övrigt","2025-10-24 12:33:22","echo -e "\e[32m✔ Fil skapad med mallinnehåll: $filename\e[0m""
"Text & Sökning","2025-10-24 12:33:22","cat <<EOF >> ~/doc_log.md"
"Övrigt","2025-10-24 12:33:22","- 📄 Fil: $filename"
"Övrigt","2025-10-24 12:33:22","- 📦 Projekt: $project"
"Övrigt","2025-10-24 12:33:22","- 🔖 Version: $version"
"Övrigt","2025-10-24 12:33:22","- 👤 Användare: $user@$host"
"Övrigt","2025-10-24 12:33:22","- 🎯 Syfte: $purpose"
"Övrigt","2025-10-24 12:33:22","---"
"Övrigt","2025-10-24 12:33:22","EOF"
"Text & Sökning","2025-10-24 12:33:22","cat <<EOF >> ~/doc_log.html"
"Övrigt","2025-10-24 12:33:22","  <li><strong>Fil:</strong> $filename</li>"
"Övrigt","2025-10-24 12:33:22","  <li><strong>Projekt:</strong> $project</li>"
"Övrigt","2025-10-24 12:33:22","  <li><strong>Version:</strong> $version</li>"
"Övrigt","2025-10-24 12:33:22","  <li><strong>Användare:</strong> $user@$host</li>"
"Övrigt","2025-10-24 12:33:22","  <li><strong>Syfte:</strong> $purpose</li>"
"Övrigt","2025-10-24 12:33:22","EOF"
"Övrigt","2025-10-24 12:33:22","echo -e "\e[33m⚠ Metadata loggad i ~/doc_log.md och ~/doc_log.html\e[0m""
"Övrigt","2025-10-24 12:33:22","read -p "Vill du öppna filen nu i terminalen? (j/n): " open_now"
"Övrigt","2025-10-24 12:33:22","if [[ "$open_now" == "j" ]]; then   nano "$filename""
"Övrigt","2025-10-24 12:33:22","rm "nano ~/scripts/create_doc.sh""
"Filsystem","2025-10-24 12:33:22","ls -l"
"Skript","2025-10-24 12:33:22","~/scripts/create_doc.sh"
"Text & Sökning","2025-10-24 12:33:22","cat rapport.md"
"Övrigt","2025-10-24 12:33:22","1"
"Övrigt","2025-10-24 12:33:22","nano ~/doc_templates/template_md.txt"
"Skript","2025-10-24 12:33:22","~/scripts/create_doc.sh"
"Filsystem","2025-10-24 12:33:22","ls -l"
"Text & Sökning","2025-10-24 12:33:22","cat rapport.md"
"Övrigt","2025-10-24 12:33:22","exit"
"Filsystem","2025-10-24 12:33:22","ls -l /home/kate/doc_templates/"
"Filsystem","2025-10-24 12:33:22","pwd"
"Övrigt","2025-10-24 12:33:22","echo "Söker mallfil i: $MALLFIL""
"Övrigt","2025-10-24 12:33:22","exit"
"Övrigt","2025-10-24 12:33:22","whoami"
"Övrigt","2025-10-24 12:33:22","date"
"Filsystem","2025-10-24 12:33:22","ls -l /etc"
"Text & Sökning","2025-10-24 12:33:22","grep "root" /etc/passwd"
"Filsystem","2025-10-24 12:33:22","pwd"
"Filsystem","2025-10-24 12:33:22","cd"
"Filsystem","2025-10-24 12:33:22","cd /"
"Filsystem","2025-10-24 12:33:22","pwd"
"Filsystem","2025-10-24 12:33:22","cd home"
"Filsystem","2025-10-24 12:33:22","pwd"
"Filsystem","2025-10-24 12:33:22","cd ~"
"Filsystem","2025-10-24 12:33:22","pwd"
"Övrigt","2025-10-24 12:33:22","mkdir dir1 dir2 dir3"
"Filsystem","2025-10-24 12:33:22","ls"
"Övrigt","2025-10-24 12:33:22","rmdir dir3"
"Filsystem","2025-10-24 12:33:22","ls"
"Filsystem","2025-10-24 12:33:22","ls -l"
"Övrigt","2025-10-24 12:33:22","touch testfile"
"Filsystem","2025-10-24 12:33:22","ls -l testfile"
"System","2025-10-24 12:33:22","sudo chown annanuser testfile"
"System","2025-10-24 12:33:22","sudo chown root testfile"
"Filsystem","2025-10-24 12:33:22","ls -l testfile"
"Övrigt","2025-10-24 12:33:22","touch file1"
"Övrigt","2025-10-24 12:33:22","cp file1 file2"
"Övrigt","2025-10-24 12:33:22","mv file2 renamed_file"
"Övrigt","2025-10-24 12:33:22","rm file1"
"Filsystem","2025-10-24 12:33:22","ls"
"Övrigt","2025-10-24 12:33:22","cp file1 file2"
"Övrigt","2025-10-24 12:33:22","mv file2"
"System","2025-10-24 12:33:22","sudo chown root testfile"
"Filsystem","2025-10-24 12:33:22","ls -l testfile"
"Övrigt","2025-10-24 12:33:22","rm file1"
"Text & Sökning","2025-10-24 12:33:22","cat /etc/passwd"
"Text & Sökning","2025-10-24 12:33:22","head /etc/passwd"
"Text & Sökning","2025-10-24 12:33:22","tail /etc/passwd"
"Text & Sökning","2025-10-24 12:33:22","grep "bash" /etc/passwd"
"System","2025-10-24 12:33:22","sudo apt update"
"Övrigt","2025-10-24 12:33:22","su - annanuser"
"Övrigt","2025-10-24 12:33:22","shutdown -h now"
"Nätverk","2025-10-24 12:33:22","ip a"
"Nätverk","2025-10-24 12:33:22","ping -c 4 google.com"
"System","2025-10-24 12:33:22","sudo tcpdump -i any port 80 -w http_log.pc"
"Filsystem","2025-10-24 12:33:22","ls -lh http_log.pcap"
"System","2025-10-24 12:33:22","sudo tcpdump -i any port 443 -w https_log.pcap"
"Filsystem","2025-10-24 12:33:22","ls -lh https_log.pcap"
"Övrigt","2025-10-24 12:33:22","scp linux_assignment_submission.zip username@vm-ip-address:~"
"Filsystem","2025-10-24 12:33:22","cd /mnt/hgfs/shared"
"Filsystem","2025-10-24 12:33:22","cd /media/shared"
"Övrigt","2025-10-24 12:33:22","vmware-toolbox-cmd -v"
"System","2025-10-24 12:33:22","sudo apt update"
"System","2025-10-24 12:33:22","sudo apt install open-vm-tools open-vm-tools-desktop -y"
"System","2025-10-24 12:33:22","sudo reboot"
